response_id,session_id,learning_objective_id,learning_objective
gsfrlbu,kzqayug,kbxayvd,Finding common factors of two numbers.
gsgmabm,mnpjwqr,dufuvhz,Expanding Double Brackets
gsgsjfs,njdanqt,hrpfpoj,Using fact families to multiply and divide.
gsgvvhw,dmpdhrw,hgogmqh,Finding number pairs that total 10. 
gsgwrik,herbbhg,krfuudx,Counting in multiples.
gshaizp,encmlnj,hrpfpoj,Using fact families to multiply and divide.
gshjqdb,inewtdk,mcnzvid,Developing Fluency with Addition and Subtraction
gshlfdh,ggmuqwy,bllttmr,Writing percentages as fractions and decimals.
gshnwdf,hbobdwg,mntjdry,Finding equivalent fractions using a number line.
gshnybh,kjkbtwj,ighwkhu,Multiplying and dividing by 10 and 100.
gshpdwd,afxjhzy,khgykop,"Ordering numbers up to 1,000,000."
gshphcc,dvlyjvh,iaxxfeb,Using mental strategies to multiply.
gsiivzx,efmyqma,fvlruzc,"Showing and partitioning numbers up to 10,000. "
gsivofk,gpbsiia,cjlaygb,Estimating the position of tenths and hundredths on a number line.
gsjnovs,gxpriue,igxgpby,Calculating the perimeter and unknown sides.
gsjvuzp,nprsvhu,folqlut,Comparing numbers with up to 2 decimal places using money.
gskeajr,jjorhhi,lortfat,Rounding numbers to the nearest tenth.
gskgrtx,naydqix,mcnzvid,Developing Fluency with Addition and Subtraction
gskutnv,faxhzln,ahgjnev,Finding percentages of an amount.
gslmclu,mfyazwd,hdmckzm,Calculating areas.
gslrqgu,glguuyy,cjlaygb,Estimating the position of tenths and hundredths on a number line.
gslurxf,ejedyoy,jtdvfzo,Dividing using short division with exchange.
gsluyve,aptmvcm,bmtcjox,Converting between units of measure.
gslvgak,myzlsnq,begwnzt,Solving problems involving fractions.
gsmgqmx,fygnyoc,dufuvhz,Expanding Double Brackets
gsmjkcc,eayimfc,mcnzvid,Developing Fluency with Addition and Subtraction
gsmlvnn,fpluhfg,ecwvorq,Choosing a mental or written method.
gsmwmyq,hgusznb,kstypag,Working with Probabilities in Tables
gsnjato,dixlkme,lilhlgx,Adding using the column method with regrouping. 
gsnldlf,aafitff,dwfrhvb,Adding or subtracting tenths or hundredths.
gsnzisn,meddzud,jzbokzb,Using mental strategies to divide.
gsobsla,bgszfhh,famwnbp,Dividing numbers by 100.
gsobtcw,lupittq,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
gsojaze,lqjkhzc,jzbokzb,Using mental strategies to divide.
gsokotr,jwvvbbo,krfuudx,Counting in multiples.
gsokrzi,cphxkxk,klriafb,Dividing using short division.
gsovkol,bbgujgv,mntjdry,Finding equivalent fractions using a number line.
gspacdw,igngocz,eiqjtpi,Looking at patterns using a multiplication square. 
gsphuqp,kguaoej,jfvgeod,Multiplying up to 3-digits using short multiplication.
gspiklv,ckqqeyv,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
gsptmdd,mapnsqd,jczttsr,Writing simple fractions as decimals.
gspvlrg,avzaszs,jczttsr,Writing simple fractions as decimals.
gsqcjif,kevimpr,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
gsqluih,ihzlcpr,khgykop,"Ordering numbers up to 1,000,000."
gsqnspv,dyxertk,ittdkew,Finding equivalent fractions.
gsqtxeb,kgspkby,cpgyqua,Writing tenths as decimals.
gsqwjdi,eazmdng,hdlyxit,Using fractions to solve problems.
gsqyirb,hclazbt,khgykop,"Ordering numbers up to 1,000,000."
gsrfagy,kenqdgr,kbxayvd,Finding common factors of two numbers.
gsrgrvu,dnznblj,acvbcev,Comparing fractions using reasoning.
gsrhvqo,jkwwunk,khgykop,"Ordering numbers up to 1,000,000."
gsrvbja,ihczdvo,hxfxwtw,Finding percentages of amounts without using a calculator.
gssmoud,chjjrpl,mflvjfv,Using known facts to find factors.
gstbgqe,caxiwvy,mcfgtav,Adding using the column method. 
gstblkp,hazmwzp,lddighw,"Comparing numbers up to 10,000."
gstdkxr,dsdzvgt,jzbokzb,Using mental strategies to divide.
gstjpcn,fktozbb,folqlut,Comparing numbers with up to 2 decimal places using money.
gstmsnd,mvmuiep,bllttmr,Writing percentages as fractions and decimals.
gstphge,eczfuat,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gstraid,hehbftx,nixdzua,Adding and subtracting fractions with the same denominator.
gstrzdi,fxendvx,famwnbp,Dividing numbers by 100.
gstrzuj,ndnjzky,mlkxdrb,Solving area and perimeter problems.
gstsvqe,gtqvtxi,bwkgtme,"Looking at the 2x, 4x and 8x table. "
gsubnss,iltwugk,luxensj,Comparing numbers with up to 2 decimal places.
gsukkfj,gnzrpxb,lvzqzmo,Solving problems involving conversions between metric measures.
gsuqlvc,iafciin,iswyqvs,Using multiplication and division facts up to 12 x 12.
gsuxgts,ijojbzg,bmtcjox,Converting between units of measure.
gsuyavg,aghtslt,csmyoex,Understanding Prime Numbers.
gsvhawv,bcihkow,fqxlbgh,Using pictures to solve problems. 
gsvihzj,cwdrkea,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
gsvrcmy,irvqwkn,jczttsr,Writing simple fractions as decimals.
gswglxm,hioojgr,aisoxgv,Using known facts to work out other multiplication facts. 
gswsann,cocucqo,heqwrmw,Using doubling and halving to find multiplication facts.
gswsgqr,ihcpxvp,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
gswvsxg,lmctcfs,dufuvhz,Expanding Double Brackets
gswydxs,hnnqixa,meqpwaq,Solving real-life problems with remainders.
gswzjjt,mzwtudh,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
gsxoxin,gezgcye,igxgpby,Calculating the perimeter and unknown sides.
gsxqlxo,dwlibes,kccejva,Multiplying using short multiplication.
gsyergz,llegdax,gosyndz,Using multiplication to convert units of measure.
gsyfdwh,mhqgwua,aqihdxz,Adding and subtracting amounts of money to give change. 
gsyjsbj,hhsxzhe,mlkxdrb,Solving area and perimeter problems.
gszbqtl,dktqocb,khgykop,"Ordering numbers up to 1,000,000."
gszdfmt,cuxhfql,awpcdkl,Partitioning in different ways with decimals.
gszfgxu,bcfvuec,begwnzt,Solving problems involving fractions.
gsziugu,hwrvydv,jfiewtm,Finding missing numbers using the inverse. 
gsznurt,arroikt,hdmckzm,Calculating areas.
gszovfu,lvkykuq,mflvjfv,Using known facts to find factors.
gszrizr,lpprxug,ittdkew,Finding equivalent fractions.
gszyqmf,dawocys,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gszzqbk,lsiluun,bfhkqzq,Finding fractions of a set of objects.
gtaoson,geitasq,ktezbww,Calculating the volume of cubes and cuboids.
gtatlkw,gleyvzk,ittdkew,Finding equivalent fractions.
gtbczly,dpdzurs,cpgyqua,Writing tenths as decimals.
gtbfnvf,jqdkfij,junnets,Knowing common measure conversions.
gtbhnjw,dfrncjp,krfuudx,Counting in multiples.
gtbigxe,nhthciz,lcidfkx,Rounding numbers to the nearest 10.
gtbytki,atuhbfx,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gtcbfcj,lgotddn,ittdkew,Finding equivalent fractions.
gtchvkc,bxpmtll,hdmckzm,Calculating areas.
gtcpacx,cogfxxx,kccejva,Multiplying using short multiplication.
gtcpsyt,lqcdexx,khgykop,"Ordering numbers up to 1,000,000."
gtcvbuq,btdkvvf,meqpwaq,Solving real-life problems with remainders.
gtdejnk,fxbpjuu,bfhkqzq,Finding fractions of a set of objects.
gtdhbgh,gkvinzi,emnvuqq,Writing money using £ and p.
gtdlhnn,hnvghll,junnets,Knowing common measure conversions.
gtdwtjj,mczcrnd,folqlut,Comparing numbers with up to 2 decimal places using money.
gtectuk,etwptjj,folqlut,Comparing numbers with up to 2 decimal places using money.
gtedrgz,jovlywr,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gtehztb,jpobbht,gsowtvc,Solving real-life problems with bar models.
gteirgm,ndtzzxl,lortfat,Rounding numbers to the nearest tenth.
gtfhmtp,fjpnhfc,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
gtfjhfx,honrtxs,awpcdkl,Partitioning in different ways with decimals.
gtfupgz,ajzdnxo,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
gtgesnx,biidwlb,ittdkew,Finding equivalent fractions.
gthmclw,ciskmnk,mflvjfv,Using known facts to find factors.
gthmqxw,ihrvmre,dpzabhv,Using the inverse. 
gthpfby,esxfrhw,nixdzua,Adding and subtracting fractions with the same denominator.
gtiowhf,gfpvzlf,guhomsj,Adding and subtracting fractions including mixed numbers.
gtirdzm,izxcjzq,klriafb,Dividing using short division.
gtjekci,ewkwnkz,gsowtvc,Solving real-life problems with bar models.
gtkhqqs,iyselqa,cjlaygb,Estimating the position of tenths and hundredths on a number line.
gtkyxux,mqqekho,bfhkqzq,Finding fractions of a set of objects.
gtluvhv,cdutwbu,bgeynjl,Adding and subtracting fractions within 1.
gtlzkjw,bztwqqy,hrpfpoj,Using fact families to multiply and divide.
gtmipfg,benrvkw,ecwvorq,Choosing a mental or written method.
gtmuqur,hybmsay,hdmckzm,Calculating areas.
gtncojs,bizgxht,klriafb,Dividing using short division.
gtnokst,cmksrka,hdlyxit,Using fractions to solve problems.
gtnqeux,bejloji,lortfat,Rounding numbers to the nearest tenth.
gtntnct,daejhwe,apsqsjm,Writing hundredths as decimals.
gtnxppi,eotuojn,jtdvfzo,Dividing using short division with exchange.
gtnznqw,kqfzoct,emnvuqq,Writing money using £ and p.
gtoepux,imtglue,mzfyjyr,Simplifying fractions.
gtoflpk,mbpwznd,itjongb,Comparing numbers up to 100.
gtonyrb,jptypgt,khgykop,"Ordering numbers up to 1,000,000."
gtoqacz,khngizz,famwnbp,Dividing numbers by 100.
gtpcebd,ehzgxwa,mqoudkb,Finding factors.
gtpegrn,ftzmaeb,mcnzvid,Developing Fluency with Addition and Subtraction
gtpjlio,mwwqjxo,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
gtprcad,eknaszw,mlfcler,Adding and subtracting decimals using known facts.
gtptpou,aelohle,hrpfpoj,Using fact families to multiply and divide.
gtpzatd,hckfagf,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
gtqjjea,kivqpqd,mcnzvid,Developing Fluency with Addition and Subtraction
gtqnvnw,davadln,jfvgeod,Multiplying up to 3-digits using short multiplication.
gtquysy,cunazaj,lortfat,Rounding numbers to the nearest tenth.
gtqydyk,bzlvnqa,jtdvfzo,Dividing using short division with exchange.
gtrjhlp,hzcwqkv,apsqsjm,Writing hundredths as decimals.
gtrklwa,cmnrlin,bfhkqzq,Finding fractions of a set of objects.
gtrqsfl,mzkuqmv,ctnktuy,Using diagrams to show equivalent fractions.
gtrxgjl,lqysffs,kbxayvd,Finding common factors of two numbers.
gtryieg,gcqzxjr,khgykop,"Ordering numbers up to 1,000,000."
gtrzymo,gewwigf,meqpwaq,Solving real-life problems with remainders.
gtsgrvf,aenmrjr,jfvgeod,Multiplying up to 3-digits using short multiplication.
gtsrpjx,ihjaspu,dzbfsdd,Finding square numbers.
gtsslpp,jvugdds,mflvjfv,Using known facts to find factors.
gtsvagh,lqgjebm,lortfat,Rounding numbers to the nearest tenth.
gttgwbl,gnxasqa,bllttmr,Writing percentages as fractions and decimals.
gttjcif,mkakeke,folqlut,Comparing numbers with up to 2 decimal places using money.
gttjgdl,mlqlcqd,acvbcev,Comparing fractions using reasoning.
gttkhbm,bvqrtze,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
gttnsna,hulbkvh,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gttoctf,dcfecus,mndvwdh,Understanding fractions greater than 1.
gttzncl,kbesmuu,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gtueoha,bzrljhe,mlfcler,Adding and subtracting decimals using known facts.
gtusgph,lmweckk,mcnzvid,Developing Fluency with Addition and Subtraction
gtuyxit,hamioaj,ipbeakp,Finding multiples.
gtvbugv,bdetgqo,dzbfsdd,Finding square numbers.
gtvcyke,elefstj,lortfat,Rounding numbers to the nearest tenth.
gtviixs,mufymyk,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
gtvlmon,cpvxuym,bvaxfzg,Adding and subtracting fractions with different denominators.
gtwrykj,cwnmcvy,awpcdkl,Partitioning in different ways with decimals.
gtwvzxw,kvzoyco,jzbokzb,Using mental strategies to divide.
gtyaetd,dtcqvaf,awpcdkl,Partitioning in different ways with decimals.
gtyasmv,eidbqhs,ajoysag,Multiplying 3 numbers.
gtylctu,bfxxluz,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gtyrdwq,dbbyitm,ipbeakp,Finding multiples.
gtyyztd,ltalfhu,invpjcq,"Comparing acute, obtuse and reflex angles."
gtzccmc,bfunonc,cjlaygb,Estimating the position of tenths and hundredths on a number line.
gtzgzkk,aijjtkx,mlfcler,Adding and subtracting decimals using known facts.
gtzhvye,ndtnkrt,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
gtzmvgq,hetaviw,mflvjfv,Using known facts to find factors.
gtzpimf,akfmzkm,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
guaamsa,epwogvx,advgudi,Using a number line to show fractions.
guahlvm,krfqrmo,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
guamhjf,ewbhuou,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
guansuy,dutokgk,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
guasbuo,npaydhm,dzbfsdd,Finding square numbers.
guaymwo,essogbp,kbxayvd,Finding common factors of two numbers.
guazdel,cpzoxkw,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
gubviqc,ciemzvu,apsqsjm,Writing hundredths as decimals.
gubxepb,hvtfegd,couwqal,"Ordering numbers up to 10,000."
guccbuk,klcdbid,bfhkqzq,Finding fractions of a set of objects.
gucevpw,akussip,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
gucjuod,mqokfgq,iaxxfeb,Using mental strategies to multiply.
guckymc,nlhpvra,ipbeakp,Finding multiples.
gudbkia,kjgjfvh,meqpwaq,Solving real-life problems with remainders.
gudbrgi,nmknuno,jzbokzb,Using mental strategies to divide.
gudslih,dfgvfdz,mlkxdrb,Solving area and perimeter problems.
gudtqam,gfilzjx,iswyqvs,Using multiplication and division facts up to 12 x 12.
guehxut,ilqgioh,hdmckzm,Calculating areas.
guelpvn,mgtvgif,hdmckzm,Calculating areas.
guerbov,hukocaf,cjlaygb,Estimating the position of tenths and hundredths on a number line.
guestan,dafxtft,jzbokzb,Using mental strategies to divide.
guesyib,iqaoxmf,igxgpby,Calculating the perimeter and unknown sides.
gufhogi,grcqwgd,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
gufnnpw,lmhkcmd,ittdkew,Finding equivalent fractions.
gufoeko,iyzvqxo,krfuudx,Counting in multiples.
gufojlp,eglzefs,cpgyqua,Writing tenths as decimals.
gufwits,cqzbmwy,khgykop,"Ordering numbers up to 1,000,000."
gufxrgy,ncsnswa,hrfpquh,Sharing and grouping. 
gugddfb,bifzvaa,hdmckzm,Calculating areas.
guglzxg,aomtbzx,hrfpquh,Sharing and grouping. 
gugqzcq,fnngdea,cftmnsc,Estimating Calculations
guguovi,itbhrxf,iyvaeeu,Understanding and applying the Index Laws for division
guhbvkd,ebwerat,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
guhcbvz,megfrvm,ittdkew,Finding equivalent fractions.
guhgoyd,hvrqyhc,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
guhkjsg,ebinqya,ifzfvwf,Using coins to make a total amount. 
guhwaka,imzrzuv,cpgyqua,Writing tenths as decimals.
guhzinz,hoooxkr,folqlut,Comparing numbers with up to 2 decimal places using money.
guinbmv,bblpnep,dufuvhz,Expanding Double Brackets
guirpcl,ceecnvc,ittdkew,Finding equivalent fractions.
guiunwo,huhdagz,jtdvfzo,Dividing using short division with exchange.
guivztw,amdunrz,focamxd,Subtracting using the column method with exchanging. 
gujcwyn,ndalgdf,jzbokzb,Using mental strategies to divide.
gujqsov,hhiizqz,aisoxgv,Using known facts to work out other multiplication facts. 
gujwnqn,kdvtmwe,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gukaimd,icpemqo,advgudi,Using a number line to show fractions.
gukgdbi,eutqlvk,cjlaygb,Estimating the position of tenths and hundredths on a number line.
gukginf,dxdvitr,hfwflag,"Partitioning numbers up to 10,000,000"
gukgofk,etdicla,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
gukhffp,mkpmlhd,frhbxpw,Adding decimals using the column method.
gukwdik,ktsacao,kgxqvtl,"Using 2x, 5x and 10x table. "
gulapyj,cwcetmq,bvaxfzg,Adding and subtracting fractions with different denominators.
gulpbmz,ghntamv,meqpwaq,Solving real-life problems with remainders.
gulwbhx,hcqpabo,hfwflag,"Partitioning numbers up to 10,000,000"
gulweyu,fuxzltc,emnvuqq,Writing money using £ and p.
gumbxes,fkoauod,jczttsr,Writing simple fractions as decimals.
gumzbrt,jsjxebn,lvzqzmo,Solving problems involving conversions between metric measures.
gunhzlw,jkkhyiu,fvlruzc,"Showing and partitioning numbers up to 10,000. "
gunktev,funcdaz,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
gunmtzo,caykthn,nixdzua,Adding and subtracting fractions with the same denominator.
gunvzem,mgckxsd,jczttsr,Writing simple fractions as decimals.
gunxfxc,moqhhob,ecwvorq,Choosing a mental or written method.
guoipnb,josunun,cpgyqua,Writing tenths as decimals.
gupbekd,nxbvzyx,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
guprymq,ctpuifd,awpcdkl,Partitioning in different ways with decimals.
gupzdrw,leiopmv,dzbfsdd,Finding square numbers.
guqogzc,iwmejae,ganrjsw,Simplifying an expression by collecting like terms.
gurdzry,gzkfpsw,esfbggf,Expanding and Factorising Single Brackets
gurirlb,hjdeuks,khgykop,"Ordering numbers up to 1,000,000."
gurpgam,bwfzvie,gsowtvc,Solving real-life problems with bar models.
gurquix,dnxeeqz,mflvjfv,Using known facts to find factors.
gursizo,nobpazx,aqrhryr,Rounding decimals to the nearest whole number.
gurtkrd,gjtuxjo,folqlut,Comparing numbers with up to 2 decimal places using money.
gusjisn,abbebax,jzbokzb,Using mental strategies to divide.
gusjtee,ghzgqvc,ipbeakp,Finding multiples.
gutfcvv,jhqynmx,lddighw,"Comparing numbers up to 10,000."
gutfndg,mhdqoyj,krfuudx,Counting in multiples.
gutkcgx,demrvga,dufuvhz,Expanding Double Brackets
gutklvy,nvzoggl,iaxxfeb,Using mental strategies to multiply.
gutkwyk,eollnkc,apsqsjm,Writing hundredths as decimals.
gutnbts,ekchyov,bwkgtme,"Looking at the 2x, 4x and 8x table. "
gutpifb,elgqvll,cpgyqua,Writing tenths as decimals.
guudgdl,elkuyuz,gosyndz,Using multiplication to convert units of measure.
guugwtk,dhiwobb,cpgyqua,Writing tenths as decimals.
guuxcph,hzjnueb,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
guvjtel,kyzqiig,bwypavr,Multiplying using arrays and the area model. 
guvwrlp,cmsccvs,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
guwhvmg,ewvqvan,cpgyqua,Writing tenths as decimals.
guwjipu,beerryd,iswyqvs,Using multiplication and division facts up to 12 x 12.
guwqlsh,dfkovuc,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
guykhvq,kjtujyo,awpcdkl,Partitioning in different ways with decimals.
guyowzl,knijkfv,dwfrhvb,Adding or subtracting tenths or hundredths.
guywqvs,fnqnpmq,nvoahmy,Solving multi-step addition and subtraction problems.
guzcpee,ifcqzyw,gsowtvc,Solving real-life problems with bar models.
guzhtsh,mhlwshk,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
